sentiment,text,date,cleaned_text,tokens
negative,@OfficialTL I'd love to comment on what i thought of it but ive been told i cant ,Tue Jun 16 15:56:06 PDT 2009,id love to comment on what i thought of it but ive been told i cant,"['id', 'love', 'comment', 'thought', 'ive', 'told', 'cant']"
positive,Just downloaded twitterberry. Thanks for the tip @tiffanypr ,Sat Jun 06 19:06:18 PDT 2009,just downloaded twitterberry thanks for the tip,"['downloaded', 'twitterberry', 'thanks', 'tip']"
positive,eating strawberries.. yum ,Mon May 18 07:36:56 PDT 2009,eating strawberries yum,"['eating', 'strawberry', 'yum']"
negative,My lEFT SiDE OF My M0UTH iS NUMb ,Mon Jun 01 14:57:58 PDT 2009,my left side of my m0uth is numb,"['left', 'side', 'm0uth', 'numb']"
negative,@Schofe sounds like a great show. Wish I could watch it instead of working ,Thu Jun 25 02:24:57 PDT 2009,sounds like a great show wish i could watch it instead of working,"['sound', 'like', 'great', 'show', 'wish', 'could', 'watch', 'instead', 'working']"
positive,red faction demo gets the thumbs up ,Wed Jun 03 08:27:56 PDT 2009,red faction demo gets the thumbs up,"['red', 'faction', 'demo', 'get', 'thumb']"
negative,@TeresaKopec Thanks ! 'cause Paula is 1mile away from me right now and I'm not there ,Sat Jun 06 18:08:26 PDT 2009,thanks  cause paula is 1mile away from me right now and im not there,"['thanks', 'cause', 'paula', '1mile', 'away', 'right', 'im']"
positive,The best way to get over someone is to get under someone else.   Haha- #drunktweet Got away with it!,Sun Jun 07 18:45:05 PDT 2009,the best way to get over someone is to get under someone else   haha  got away with it,"['best', 'way', 'get', 'someone', 'get', 'someone', 'else', 'haha', 'got', 'away']"
negative,Just made my belly button bleed  these things take forever to heal,Fri Jun 19 09:54:10 PDT 2009,just made my belly button bleed  these things take forever to heal,"['made', 'belly', 'button', 'bleed', 'thing', 'take', 'forever', 'heal']"
positive,@amy4669 Hi Amy  ,Sun May 31 17:20:11 PDT 2009,hi amy,"['hi', 'amy']"
negative,"Greetings Twiggas. . .Finally Got A Twitter! Left Peterson, I miss it There so Much. Thinking About T.O.S. &amp;+ My Besties I can't Be With ",Tue Jun 02 06:07:33 PDT 2009,greetings twiggas  finally got a twitter left peterson i miss it there so much thinking about tos amp my besties i cant be with,"['greeting', 'twiggas', 'finally', 'got', 'twitter', 'left', 'peterson', 'miss', 'much', 'thinking', 'tos', 'amp', 'besties', 'cant']"
positive,oohh excited for the britain's got talent final tonight ,Sat May 30 03:11:33 PDT 2009,oohh excited for the britains got talent final tonight,"['oohh', 'excited', 'britain', 'got', 'talent', 'final', 'tonight']"
positive,@MatthewCortez I was just remembering the dead of the black parade... it was awesome to see ya  even if ya didn't play that day,Sun May 03 17:19:20 PDT 2009,i was just remembering the dead of the black parade it was awesome to see ya  even if ya didnt play that day,"['remembering', 'dead', 'black', 'parade', 'awesome', 'see', 'ya', 'even', 'ya', 'didnt', 'play', 'day']"
negative,@ItsNicoleBee I got hungry omg my hunger made me totally forget LOL my bad  sowy,Fri May 22 00:09:54 PDT 2009,i got hungry omg my hunger made me totally forget lol my bad  sowy,"['got', 'hungry', 'omg', 'hunger', 'made', 'totally', 'forget', 'lol', 'bad', 'sowy']"
negative,@godmademefunkie Mine is still dead.  Thanks for checking!,Thu Jun 18 05:35:57 PDT 2009,mine is still dead  thanks for checking,"['mine', 'still', 'dead', 'thanks', 'checking']"
negative,splet...!!!!! SLEPT!! but still  and angry,Fri Jun 19 18:05:35 PDT 2009,splet slept but still  and angry,"['splet', 'slept', 'still', 'angry']"
negative,cant wait to get out of this place... ,Wed Jun 17 02:42:41 PDT 2009,cant wait to get out of this place,"['cant', 'wait', 'get', 'place']"
positive,"@NoToriousTori Okie doke, later...good luck sleeping ",Sat Jun 06 06:51:31 PDT 2009,okie doke latergood luck sleeping,"['okie', 'doke', 'latergood', 'luck', 'sleeping']"
positive,"Made it through hell week. Feel it in my feet, ankles, knees, and hips. Fuck me. Next week starts with ten hours yay ",Fri May 22 04:01:41 PDT 2009,made it through hell week feel it in my feet ankles knees and hips fuck me next week starts with ten hours yay,"['made', 'hell', 'week', 'feel', 'foot', 'ankle', 'knee', 'hip', 'fuck', 'next', 'week', 'start', 'ten', 'hour', 'yay']"
negative,"@_charlene thanks charlene, i thought it would be a smooth transition, but obviously not! ",Fri May 22 06:33:12 PDT 2009,thanks charlene i thought it would be a smooth transition but obviously not,"['thanks', 'charlene', 'thought', 'would', 'smooth', 'transition', 'obviously']"
positive,@d2zone Petite..that would be the day..haha..all my family members are quite tall..ops..another info..oh well..not the petite type..haha ,Mon Jun 15 20:33:01 PDT 2009,petitethat would be the dayhahaall my family members are quite tallopsanother infooh wellnot the petite typehaha,"['petitethat', 'would', 'dayhahaall', 'family', 'member', 'quite', 'tallopsanother', 'infooh', 'wellnot', 'petite', 'typehaha']"
negative,Just seen some of the most disgusting shit on the internet. Ugh. I feel depraved and corrupted ,Sat May 09 18:15:22 PDT 2009,just seen some of the most disgusting shit on the internet ugh i feel depraved and corrupted,"['seen', 'disgusting', 'shit', 'internet', 'ugh', 'feel', 'depraved', 'corrupted']"
negative,"thats was the fastest shower of my life, somebody kept turning on the water and it was going cold ",Mon Apr 20 23:24:38 PDT 2009,thats was the fastest shower of my life somebody kept turning on the water and it was going cold,"['thats', 'fastest', 'shower', 'life', 'somebody', 'kept', 'turning', 'water', 'going', 'cold']"
negative,Chinese/I can't believe it was the last ep of Ghost Whisperer last night    /Chinese,Fri May 29 19:05:48 PDT 2009,chinesei cant believe it was the last ep of ghost whisperer last night    chinese,"['chinesei', 'cant', 'believe', 'last', 'ep', 'ghost', 'whisperer', 'last', 'night', 'chinese']"
negative,Didn't get to live-blog this morning's #musicedweek opening session b/c there was no wireless available in the conference room  #menc09,Sat Jun 20 07:40:27 PDT 2009,didnt get to liveblog this mornings  opening session bc there was no wireless available in the conference room,"['didnt', 'get', 'liveblog', 'morning', 'opening', 'session', 'bc', 'wireless', 'available', 'conference', 'room']"
negative,BORED  nothing too dooo,Fri Jun 19 07:16:27 PDT 2009,bored  nothing too dooo,"['bored', 'nothing', 'dooo']"
negative,@todd_harris lol! #twitter seems to work way faster on my mobile WAP &amp; I'm sure the hype on @Oprah last wk. is feeding the fail whale too ,Mon Apr 20 03:15:37 PDT 2009,lol  seems to work way faster on my mobile wap amp im sure the hype on  last wk is feeding the fail whale too,"['lol', 'seems', 'work', 'way', 'faster', 'mobile', 'wap', 'amp', 'im', 'sure', 'hype', 'last', 'wk', 'feeding', 'fail', 'whale']"
negative,@MCRmuffin  awwwww paige. -hugs tight-,Tue Jun 02 21:09:07 PDT 2009,a paige hugs tight,"['paige', 'hug', 'tight']"
negative,has been sneezing all day and had to blow her nose with a (clean) pantyliner in the car because I didn't have any tissue ,Thu Jun 18 17:19:28 PDT 2009,has been sneezing all day and had to blow her nose with a clean pantyliner in the car because i didnt have any tissue,"['sneezing', 'day', 'blow', 'nose', 'clean', 'pantyliner', 'car', 'didnt', 'tissue']"
negative,"@stephenfry sounds gorgeous! I'm very jealous, nothing nice to walk along where i am  and i love walking!",Sun Apr 19 03:02:46 PDT 2009,sounds gorgeous im very jealous nothing nice to walk along where i am  and i love walking,"['sound', 'gorgeous', 'im', 'jealous', 'nothing', 'nice', 'walk', 'along', 'love', 'walking']"
negative,@EveryDayEaster lmao ud def have fun with us though!!!!! And ok no bliss or techno ,Thu Jun 18 18:32:37 PDT 2009,lmao ud def have fun with us though and ok no bliss or techno,"['lmao', 'ud', 'def', 'fun', 'u', 'though', 'ok', 'bliss', 'techno']"
positive,@shaundiviney HOW AWESOME .... not ... lollll .... a shopping score for me is if i find something short stack related ,Sat Jun 06 23:59:25 PDT 2009,how awesome  not  lollll  a shopping score for me is if i find something short stack related,"['awesome', 'lollll', 'shopping', 'score', 'find', 'something', 'short', 'stack', 'related']"
negative,just got that feeling when you think you're falling ,Fri Jun 05 21:44:47 PDT 2009,just got that feeling when you think youre falling,"['got', 'feeling', 'think', 'youre', 'falling']"
positive,@DavidT2006 delicious ................... ,Tue Jun 16 07:29:10 PDT 2009,delicious,['delicious']
negative,well appearantly im not getting my nails done isnt that just freakin fantastic i was wanting to get them done really bad ,Sat May 30 12:34:05 PDT 2009,well appearantly im not getting my nails done isnt that just freakin fantastic i was wanting to get them done really bad,"['well', 'appearantly', 'im', 'getting', 'nail', 'done', 'isnt', 'freakin', 'fantastic', 'wanting', 'get', 'done', 'really', 'bad']"
negative,@TalluluhBella me too!! im on 18 and imo i really dont think its enough when you consider you have to deduct milk allowance off that ,Mon Jun 15 04:32:20 PDT 2009,me too im on 18 and imo i really dont think its enough when you consider you have to deduct milk allowance off that,"['im', '18', 'imo', 'really', 'dont', 'think', 'enough', 'consider', 'deduct', 'milk', 'allowance']"
negative,is really sick and laying in bed the rest of the day ,Mon Jun 01 10:57:48 PDT 2009,is really sick and laying in bed the rest of the day,"['really', 'sick', 'laying', 'bed', 'rest', 'day']"
negative,and let the hunger pains begin ,Fri Jun 19 14:31:11 PDT 2009,and let the hunger pains begin,"['let', 'hunger', 'pain', 'begin']"
negative,Why did it separate my  face... GAY,Tue Jun 16 13:51:04 PDT 2009,why did it separate my  face gay,"['separate', 'face', 'gay']"
negative,I think @tornadohunt should follow me back!  That would make my day!,Sun May 10 07:48:15 PDT 2009,i think  should follow me back  that would make my day,"['think', 'follow', 'back', 'would', 'make', 'day']"
negative,fo shizzle. . . i'm bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,Fri May 29 01:00:38 PDT 2009,fo shizzle   im bored and wanna go do something  wish i went to pisay today oh wellz wonder who were there,"['fo', 'shizzle', 'im', 'bored', 'wan', 'na', 'go', 'something', 'wish', 'went', 'pisay', 'today', 'oh', 'wellz', 'wonder']"
positive,still thinks Kanye West is a douche bag. ,Sun Apr 19 23:12:56 PDT 2009,still thinks kanye west is a douche bag,"['still', 'think', 'kanye', 'west', 'douche', 'bag']"
positive,Gonna go get in the shower. &amp; then hopefully out to eat at The Fat Greek! ,Sat May 30 20:00:50 PDT 2009,gonna go get in the shower amp then hopefully out to eat at the fat greek,"['gon', 'na', 'go', 'get', 'shower', 'amp', 'hopefully', 'eat', 'fat', 'greek']"
positive,Yesterday was so crazy i didnt even get a chance to post! my baby turned 5 yesterday! Happy birthday Logan! ,Mon May 18 05:52:05 PDT 2009,yesterday was so crazy i didnt even get a chance to post my baby turned 5 yesterday happy birthday logan,"['yesterday', 'crazy', 'didnt', 'even', 'get', 'chance', 'post', 'baby', 'turned', '5', 'yesterday', 'happy', 'birthday', 'logan']"
negative,"@Kat_in_NY Guinness, whiskey, Bailey's &amp; chocolate - the way the cupcakes shd've been made, only no Bailey's in this batch. For the kids ",Sun Apr 19 06:12:04 PDT 2009,guinness whiskey baileys amp chocolate  the way the cupcakes shdve been made only no baileys in this batch for the kids,"['guinness', 'whiskey', 'bailey', 'amp', 'chocolate', 'way', 'cupcake', 'shdve', 'made', 'bailey', 'batch', 'kid']"
negative,"My tata Davids biopsy came back...  he has cancer in his liver &amp; lung!  they don't know what stage yet, let's hope they can do something.",Sat May 30 14:52:36 PDT 2009,my tata davids biopsy came back  he has cancer in his liver amp lung  they dont know what stage yet lets hope they can do something,"['tata', 'david', 'biopsy', 'came', 'back', 'cancer', 'liver', 'amp', 'lung', 'dont', 'know', 'stage', 'yet', 'let', 'hope', 'something']"
positive,http://twitpic.com/6svwl -  ....kelly osbourne. :|,Sat Jun 06 19:44:34 PDT 2009,kelly osbourne,"['kelly', 'osbourne']"
positive,dancing helps me live in the moment and makes me happy. ,Sat May 02 10:07:55 PDT 2009,dancing helps me live in the moment and makes me happy,"['dancing', 'help', 'live', 'moment', 'make', 'happy']"
negative,TWhirl isn't working  pj time!,Sat May 30 18:28:53 PDT 2009,twhirl isnt working  pj time,"['twhirl', 'isnt', 'working', 'pj', 'time']"
negative,One of the great things about teaching is that soon I'll leave office politics until mid-August. Still doesn't make up for the low pay! ,Fri May 29 20:16:59 PDT 2009,one of the great things about teaching is that soon ill leave office politics until midaugust still doesnt make up for the low pay,"['one', 'great', 'thing', 'teaching', 'soon', 'ill', 'leave', 'office', 'politics', 'midaugust', 'still', 'doesnt', 'make', 'low', 'pay']"
positive,@mileycyrus i cant wait for ur 2009 tour. i love you and your such a good role model and inspiration! ,Sun Jun 07 16:44:06 PDT 2009,i cant wait for ur 2009 tour i love you and your such a good role model and inspiration,"['cant', 'wait', 'ur', '2009', 'tour', 'love', 'good', 'role', 'model', 'inspiration']"
negative,Is severly pissed off at someone right now.  ,Fri Jun 19 21:17:30 PDT 2009,is severly pissed off at someone right now,"['severly', 'pissed', 'someone', 'right']"
negative,@SEAL_Strong I've never found any particular day to be better than another @ the DMV - it's always a nightmare! ,Mon Jun 15 07:33:14 PDT 2009,ive never found any particular day to be better than another  the dmv  its always a nightmare,"['ive', 'never', 'found', 'particular', 'day', 'better', 'another', 'dmv', 'always', 'nightmare']"
negative,"Should rele get to sleep, but simp y cant! Darn distracting twitter  i still love u tho",Thu Jun 18 17:52:10 PDT 2009,should rele get to sleep but simp y cant darn distracting twitter  i still love u tho,"['rele', 'get', 'sleep', 'simp', 'cant', 'darn', 'distracting', 'twitter', 'still', 'love', 'u', 'tho']"
positive,Thanks for all the birthday wishes...I LOVE you guys so much! ,Mon Jun 01 14:28:49 PDT 2009,thanks for all the birthday wishesi love you guys so much,"['thanks', 'birthday', 'wishesi', 'love', 'guy', 'much']"
positive,I love Mentos  Goodnight everyone!!!,Mon Jun 15 23:34:23 PDT 2009,i love mentos  goodnight everyone,"['love', 'mentos', 'goodnight', 'everyone']"
positive,"@ChrisAxe barbie is now clean,chops,bangers and steaks are now defrosting.cya later.lol ",Sat May 30 02:19:13 PDT 2009,barbie is now cleanchopsbangers and steaks are now defrostingcya laterlol,"['barbie', 'cleanchopsbangers', 'steak', 'defrostingcya', 'laterlol']"
positive,Good day. Sleep time with Stinkbutt and Sirhumpalot. ,Fri May 29 00:53:46 PDT 2009,good day sleep time with stinkbutt and sirhumpalot,"['good', 'day', 'sleep', 'time', 'stinkbutt', 'sirhumpalot']"
positive,"@caseyore wouldn't want to let ya down, lol!!! ",Fri May 22 08:12:20 PDT 2009,wouldnt want to let ya down lol,"['wouldnt', 'want', 'let', 'ya', 'lol']"
positive,@deafmom I'm great.  You sound like you're doing well yourself. ,Sat May 30 05:34:07 PDT 2009,im great  you sound like youre doing well yourself,"['im', 'great', 'sound', 'like', 'youre', 'well']"
